Row,PolID,NGA,Region,UTM,NorthofTropicofCancer,NorthernRegion,InNorthernRegion,OldWorld,Time,TimeK,Age,AgeK,CoolingPeriod,PC1
211,CnNSong,Middle Yellow River Valley,East Asia,50S,1,East Asia,1,1,1100,1.1,6100,6.1,0,3.757722812
212,CnLrJin,Middle Yellow River Valley,East Asia,50S,1,East Asia,1,1,1200,1.2,6200,6.2,0,3.23266299
213,CnYuan*,Middle Yellow River Valley,East Asia,50S,1,East Asia,1,1,1300,1.3,6300,6.3,1,3.688356055
214,CnMing*,Middle Yellow River Valley,East Asia,50S,1,East Asia,1,1,1400,1.4,6400,6.4,1,3.143907765
215,CnMing*,Middle Yellow River Valley,East Asia,50S,1,East Asia,1,1,1500,1.5,6500,6.5,1,3.335573847
216,CnMing*,Middle Yellow River Valley,East Asia,50S,1,East Asia,1,1,1600,1.6,6600,6.6,0,3.477343976
217,CnQingE,Middle Yellow River Valley,East Asia,50S,1,East Asia,1,1,1700,1.7,6700,6.7,0,3.868070761
218,CnQingL,Middle Yellow River Valley,East Asia,50S,1,East Asia,1,1,1800,1.8,6800,6.8,0,3.941842823
219,CnQingL,Middle Yellow River Valley,East Asia,50S,1,East Asia,1,1,1900,1.9,6900,6.9,0,3.983899507
220,MlJeJe1,Niger Inland Delta,Africa,30P-Q,0,No,0,1,-200,-0.2,0,0,0,-5.050354643
221,MlJeJe2,Niger Inland Delta,Africa,30P-Q,0,No,0,1,100,0.1,300,0.3,0,-3.993822529
222,MlJeJe3,Niger Inland Delta,Africa,30P-Q,0,No,0,1,400,0.4,600,0.6,1,-3.01493148
223,MlJeJe3,Niger Inland Delta,Africa,30P-Q,0,No,0,1,700,0.7,900,0.9,0,-3.025103986
224,MlJeJe4,Niger Inland Delta,Africa,30P-Q,0,No,0,1,900,0.9,1100,1.1,0,-1.415157745
225,MrWagdM,Niger Inland Delta,Africa,30P-Q,0,No,0,1,1000,1,1200,1.2,0,0.489014745
226,MrWagdL,Niger Inland Delta,Africa,30P-Q,0,No,0,1,1100,1.1,1300,1.3,0,1.108969851
227,MlMali*,Niger Inland Delta,Africa,30P-Q,0,No,0,1,1300,1.3,1500,1.5,1,1.197860492
228,MlMali*,Niger Inland Delta,Africa,30P-Q,0,No,0,1,1400,1.4,1600,1.6,1,1.238721177
229,MlSong2,Niger Inland Delta,Africa,30P-Q,0,No,0,1,1500,1.5,1700,1.7,1,1.751978007
230,MaSaadi,Niger Inland Delta,Africa,30P-Q,0,No,0,1,1600,1.6,1800,1.8,0,2.248105529
231,MlBaman,Niger Inland Delta,Africa,30P-Q,0,No,0,1,1800,1.8,2000,2,0,1.609028504
232,CoNahua,North Colombia,South America,18P,0,No,0,0,300,0.3,0,0,1,-3.597774198
233,CoNahua,North Colombia,South America,18P,0,No,0,0,600,0.6,300,0.3,0,-3.528789166
234,CoNahua,North Colombia,South America,18P,0,No,0,0,700,0.7,400,0.4,0,-3.443948842
235,CoNahua,North Colombia,South America,18P,0,No,0,0,800,0.8,500,0.5,0,-3.391568522
236,CoNahua,North Colombia,South America,18P,0,No,0,0,900,0.9,600,0.6,0,-3.393383473
237,CoNahua,North Colombia,South America,18P,0,No,0,0,1000,1,700,0.7,0,-3.598066171
238,CoTairo,North Colombia,South America,18P,0,No,0,0,1100,1.1,800,0.8,0,-2.290210801
239,CoTairo,North Colombia,South America,18P,0,No,0,0,1200,1.2,900,0.9,0,-1.974837342
240,CoTairo,North Colombia,South America,18P,0,No,0,0,1400,1.4,1100,1.1,1,-1.711808518
241,MnXngnE,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,-1400,-1.4,0,0,0,-2.858501268
242,MnXngnE,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,-400,-0.4,1000,1,0,-2.749352051
243,MnXngnM,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,-200,-0.2,1200,1.2,0,-1.305134732
244,MnXngnL,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,0,0,1400,1.4,0,-1.353239517
245,MnXianb,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,100,0.1,1500,1.5,0,-1.888401693
246,MnRourn,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,300,0.3,1700,1.7,1,-1.741205482
247,MnRourn,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,500,0.5,1900,1.9,1,-0.766791598
248,MnETurk,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,600,0.6,2000,2,0,0.118997999
249,MnTurk2,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,700,0.7,2100,2.1,0,0.016427934
250,MnUigur,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,800,0.8,2200,2.2,0,0.492850797
251,MnKhit2,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,1000,1,2400,2.4,0,2.101011697
252,MnMongE,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,1200,1.2,2600,2.6,0,-3.000786917
253,MnMngKh,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,1300,1.3,2700,2.7,1,3.326243111
254,MnMongL,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,1400,1.4,2800,2.8,1,0.941000672
255,MnMongL,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,1600,1.6,3000,3,0,0.553870308
256,MnZungh,Orkhon Valley,Central Eurasia,48T,1,Central Eurasia,1,1,1700,1.7,3100,3.1,0,1.196465705
257,PgOrokE,Oro PNG,Oceania-Australia,55L,0,No,0,0,1800,1.8,0,0,0,-3.71639494
258,PgOrokL,Oro PNG,Oceania-Australia,55L,0,No,0,0,1900,1.9,100,0.1,0,-1.005121741
259,FrBeakr,Paris Basin,Europe,31U,1,Europe,1,1,-3200,-3.2,0,0,0,-3.741563273
260,FrAtlBA,Paris Basin,Europe,31U,1,Europe,1,1,-2200,-2.2,1000,1,1,-3.72656659
261,FrHallA,Paris Basin,Europe,31U,1,Europe,1,1,-1000,-1,2200,2.2,1,-4.301578137
262,FrHallB,Paris Basin,Europe,31U,1,Europe,1,1,-900,-0.9,2300,2.3,1,-3.495836579
263,FrHallB,Paris Basin,Europe,31U,1,Europe,1,1,-800,-0.8,2400,2.4,1,-3.437322096
264,FrHallC,Paris Basin,Europe,31U,1,Europe,1,1,-700,-0.7,2500,2.5,0,-3.056951475
265,FrHallD,Paris Basin,Europe,31U,1,Europe,1,1,-600,-0.6,2600,2.6,0,-2.591506164
266,FrTeneA,Paris Basin,Europe,31U,1,Europe,1,1,-400,-0.4,2800,2.8,0,-2.190424594
267,FrTeneB,Paris Basin,Europe,31U,1,Europe,1,1,-300,-0.3,2900,2.9,0,-1.454892598
268,FrTeneB,Paris Basin,Europe,31U,1,Europe,1,1,-200,-0.2,3000,3,0,-0.962993022
269,FrTeneC,Paris Basin,Europe,31U,1,Europe,1,1,-100,-0.1,3100,3.1,0,-0.430131509
270,FrMervE,Paris Basin,Europe,31U,1,Europe,1,1,500,0.5,3700,3.7,1,1.555659566
271,FrMervM,Paris Basin,Europe,31U,1,Europe,1,1,600,0.6,3800,3.8,0,1.519331924
272,FrMervL,Paris Basin,Europe,31U,1,Europe,1,1,700,0.7,3900,3.9,0,1.451130428
273,FrCarlE,Paris Basin,Europe,31U,1,Europe,1,1,800,0.8,4000,4,0,1.875968362
274,FrCarlL,Paris Basin,Europe,31U,1,Europe,1,1,900,0.9,4100,4.1,0,1.434058448
275,FrCaptE,Paris Basin,Europe,31U,1,Europe,1,1,1000,1,4200,4.2,0,1.139538537
276,FrCaptE,Paris Basin,Europe,31U,1,Europe,1,1,1100,1.1,4300,4.3,0,0.814435158
277,FrCaptL,Paris Basin,Europe,31U,1,Europe,1,1,1200,1.2,4400,4.4,0,2.481977504
278,FrCaptL,Paris Basin,Europe,31U,1,Europe,1,1,1300,1.3,4500,4.5,1,2.459968061
279,FrValoE,Paris Basin,Europe,31U,1,Europe,1,1,1400,1.4,4600,4.6,1,2.425604375
280,FrValoL,Paris Basin,Europe,31U,1,Europe,1,1,1500,1.5,4700,4.7,1,2.937265528
281,FrBurbE,Paris Basin,Europe,31U,1,Europe,1,1,1600,1.6,4800,4.8,0,3.252039255
282,FrBurbL,Paris Basin,Europe,31U,1,Europe,1,1,1700,1.7,4900,4.9,0,3.735902088
283,TjSaraz,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,-3500,-3.5,0,0,0,-3.738122523
284,KzAndro,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,-2000,-2,1500,1.5,0,-3.953419454
285,UzKok01,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,-1400,-1.4,2100,2.1,0,-4.394326231
286,UzKok01,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,-1000,-1,2500,2.5,1,-3.570827594
287,UzKhw01,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,-900,-0.9,2600,2.6,1,-3.41043578
288,UzKhw01,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,-800,-0.8,2700,2.7,1,-3.044855877
289,UzKok02,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,-700,-0.7,2800,2.8,0,-2.948281576
290,AfGrBct,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,-200,-0.2,3300,3.3,0,1.689745166
291,AfTochr,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,-100,-0.1,3400,3.4,0,0.944445605
292,AfTochr,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,0,0,3500,3.5,0,0.289590561
293,AfKushn,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,100,0.1,3600,3.6,0,2.147575915
294,AfKushn,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,200,0.2,3700,3.7,0,2.109417242
295,AfHepht,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,500,0.5,4000,4,1,2.024924678
296,KgWTurk,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,600,0.6,4100,4.1,0,1.250114901
297,UzSogdi,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,700,0.7,4200,4.2,0,0.648352706
298,UzSamnd,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,900,0.9,4400,4.4,0,2.526372061
299,KgKarKh,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,1000,1,4500,4.5,0,2.208335288
300,KgKarKh,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,1100,1.1,4600,4.6,0,1.887004933
301,KgKarKh,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,1200,1.2,4700,4.7,0,2.222868129
302,UzChagt,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,1300,1.3,4800,4.8,1,1.422886434
303,UzTimur,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,1400,1.4,4900,4.9,1,2.711903003
304,UzTimur,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,1500,1.5,5000,5,1,2.242041786
305,UzJanid,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,1600,1.6,5100,5.1,0,1.842167182
306,UzJanid,Sogdiana,Central Eurasia,42S,1,Central Eurasia,1,1,1700,1.7,5200,5.2,0,1.838444106
307,CnHQngL,Southern China Hills,East Asia,48R,1,East Asia,1,1,1800,1.8,0,0,0,-1.259391538
308,CnHChin,Southern China Hills,East Asia,48R,1,East Asia,1,1,1900,1.9,100,0.1,0,-0.132097398
309,IrPrCer,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-7800,-7.8,0,0,0,-4.677521433
310,IrForma,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-7200,-7.2,600,0.6,0,-4.617625049
311,IrArcha,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-7000,-7,800,0.8,0,-4.203430024
312,IrKhzE*,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-6000,-6,1800,1.8,0,-3.931573835
313,IrKhzEM,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-5700,-5.7,2100,2.1,0,-4.089954182
314,IrKhzM*,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-5100,-5.1,2700,2.7,0,-3.616906247
315,IrKhzM*,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-5000,-5,2800,2.8,0,-3.550833528
316,IrKhzL*,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-4700,-4.7,3100,3.1,0,-3.334800319
317,IrSusa1,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-4300,-4.3,3500,3.5,0,-3.110410662
318,IrSusa1,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-3900,-3.9,3900,3.9,0,-3.496658939
319,IrSusa2,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-3800,-3.8,4000,4,1,-1.321457691
320,IrSusa2,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-3700,-3.7,4100,4.1,1,-0.680804346
321,IrSusa2,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-3600,-3.6,4200,4.2,1,-0.506340341
322,IrSusa2,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-3500,-3.5,4300,4.3,0,-0.372854458
323,IrSusa2,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-3400,-3.4,4400,4.4,0,-0.300211563
324,IrSusa2,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-3300,-3.3,4500,4.5,0,-0.302583953
325,IrSusa2,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-3200,-3.2,4600,4.6,0,-0.646752345
326,IrSusa3,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-3100,-3.1,4700,4.7,0,-0.598956376
327,IrSusa3,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-3000,-3,4800,4.8,0,0.082122121
328,IrAwanE,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-2600,-2.6,5200,5.2,0,0.707224437
329,IqAkkad,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-2200,-2.2,5600,5.6,1,1.349201057
330,IrShima,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-2000,-2,5800,5.8,0,1.227198408
331,IrSukkE,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-1900,-1.9,5900,5.9,0,1.398793842
332,IrSukkE,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-1800,-1.8,6000,6,0,1.367701369
333,IrSukkL,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-1700,-1.7,6100,6.1,0,1.196098698
334,IrSukkL,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-1600,-1.6,6200,6.2,0,1.169380342
335,IrMElm1,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-1500,-1.5,6300,6.3,0,0.928152847
336,IrMElm2,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-1400,-1.4,6400,6.4,0,1.474749916
337,IrMElm2,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-1300,-1.3,6500,6.5,0,0.985641598
338,IrMElm3,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-1200,-1.2,6600,6.6,0,1.37657233
339,IrNElm1,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-900,-0.9,6900,6.9,1,0.699165553
340,IrNElm2,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-700,-0.7,7100,7.1,0,1.231498367
341,IrNElm3,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-600,-0.6,7200,7.2,0,-0.516541159
342,IrAchae,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-500,-0.5,7300,7.3,0,2.929699215
343,IrAchae,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-400,-0.4,7400,7.4,0,2.901739999
344,IrSeleu,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-300,-0.3,7500,7.5,0,2.647616438
345,IrSeleu,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-200,-0.2,7600,7.6,0,1.866372774
346,IrPart1,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,-100,-0.1,7700,7.7,0,2.25555447
347,IrPart1,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,0,0,7800,7.8,0,2.417765307
348,IrElym2,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,100,0.1,7900,7.9,0,1.559724008
349,IrSasn1,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,300,0.3,8100,8.1,1,2.109002943
350,IrSasn1,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,400,0.4,8200,8.2,1,2.24384126
351,IrSasn2,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,500,0.5,8300,8.3,1,2.53366686
352,IrSasn2,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,600,0.6,8400,8.4,0,2.824692458
353,SyCalUm,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,700,0.7,8500,8.5,0,2.423125716
354,IqAbbs1,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,800,0.8,8600,8.6,0,2.685824
355,IqAbbs1,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,900,0.9,8700,8.7,0,2.350234851
356,IrBuyid,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,1000,1,8800,8.8,0,2.318616005
357,IrSeljq,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,1100,1.1,8900,8.9,0,2.625592459
358,IqAbbs2,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,1200,1.2,9000,9,0,2.39837084
359,IrIlkhn,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,1300,1.3,9100,9.1,1,2.605240489
360,IrAkKoy,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,1500,1.5,9300,9.3,1,2.015913049
361,IrSafvd,Susiana,Southwest Asia,39R,1,Southwest Asia,1,1,1600,1.6,9400,9.4,0,2.561179556
362,EgBadar,Upper Egypt,Africa,36R,1,Africa,1,1,-4400,-4.4,0,0,0,-4.553933202
363,EgNaqa1,Upper Egypt,Africa,36R,1,Africa,1,1,-3800,-3.8,600,0.6,1,-4.20795164
364,EgNaqa1,Upper Egypt,Africa,36R,1,Africa,1,1,-3700,-3.7,700,0.7,1,-2.851504019
365,EgNaqa1,Upper Egypt,Africa,36R,1,Africa,1,1,-3600,-3.6,800,0.8,1,-2.466126748
366,EgNaqa2,Upper Egypt,Africa,36R,1,Africa,1,1,-3500,-3.5,900,0.9,0,-2.025831313
367,EgNaqa2,Upper Egypt,Africa,36R,1,Africa,1,1,-3400,-3.4,1000,1,0,-1.858774521
368,EgNaqa3,Upper Egypt,Africa,36R,1,Africa,1,1,-3300,-3.3,1100,1.1,0,-1.589985246
369,EgNaqa3,Upper Egypt,Africa,36R,1,Africa,1,1,-3200,-3.2,1200,1.2,0,-1.521314095
370,EgDyn1*,Upper Egypt,Africa,36R,1,Africa,1,1,-3100,-3.1,1300,1.3,0,-0.079693608
371,EgDyn2*,Upper Egypt,Africa,36R,1,Africa,1,1,-2900,-2.9,1500,1.5,0,-0.055495611
372,EgDyn2*,Upper Egypt,Africa,36R,1,Africa,1,1,-2800,-2.8,1600,1.6,0,0.032890831
373,EgDyn2*,Upper Egypt,Africa,36R,1,Africa,1,1,-2700,-2.7,1700,1.7,0,0.043378801
374,EgOldK1,Upper Egypt,Africa,36R,1,Africa,1,1,-2600,-2.6,1800,1.8,0,1.163876882
375,EgOldK2,Upper Egypt,Africa,36R,1,Africa,1,1,-2300,-2.3,2100,2.1,1,1.273167218
376,EgRegns,Upper Egypt,Africa,36R,1,Africa,1,1,-2100,-2.1,2300,2.3,0,0.021715679
377,EgMidKg,Upper Egypt,Africa,36R,1,Africa,1,1,-2000,-2,2400,2.4,0,1.205886577
378,EgMidKg,Upper Egypt,Africa,36R,1,Africa,1,1,-1900,-1.9,2500,2.5,0,1.255492152
379,EgMidKg,Upper Egypt,Africa,36R,1,Africa,1,1,-1800,-1.8,2600,2.6,0,1.263214097
380,EgThebH,Upper Egypt,Africa,36R,1,Africa,1,1,-1700,-1.7,2700,2.7,0,0.756886525
381,EgNKThu,Upper Egypt,Africa,36R,1,Africa,1,1,-1500,-1.5,2900,2.9,0,1.706863837
382,EgNKThu,Upper Egypt,Africa,36R,1,Africa,1,1,-1400,-1.4,3000,3,0,1.773694445
383,EgNKThu,Upper Egypt,Africa,36R,1,Africa,1,1,-1300,-1.3,3100,3.1,0,1.783176825
384,EgNKRam,Upper Egypt,Africa,36R,1,Africa,1,1,-1200,-1.2,3200,3.2,0,1.851331452
385,EgNKRam,Upper Egypt,Africa,36R,1,Africa,1,1,-1100,-1.1,3300,3.3,0,1.826638658
386,EgThebL,Upper Egypt,Africa,36R,1,Africa,1,1,-1000,-1,3400,3.4,1,1.379394411
387,EgThebL,Upper Egypt,Africa,36R,1,Africa,1,1,-900,-0.9,3500,3.5,1,1.374471094
388,SdKusht,Upper Egypt,Africa,36R,1,Africa,1,1,-700,-0.7,3700,3.7,0,1.505377153
389,EgSaite,Upper Egypt,Africa,36R,1,Africa,1,1,-600,-0.6,3800,3.8,0,1.479878216
390,EgIntOc,Upper Egypt,Africa,36R,1,Africa,1,1,-400,-0.4,4000,4,0,1.919550492
391,EgPtol1,Upper Egypt,Africa,36R,1,Africa,1,1,-300,-0.3,4100,4.1,0,2.795819242
392,EgPtol2,Upper Egypt,Africa,36R,1,Africa,1,1,-200,-0.2,4200,4.2,0,2.725583261
393,EgPtol2,Upper Egypt,Africa,36R,1,Africa,1,1,-100,-0.1,4300,4.3,0,2.718649904
394,EgTulIk,Upper Egypt,Africa,36R,1,Africa,1,1,900,0.9,5300,5.3,0,2.064255876
395,TnFatim,Upper Egypt,Africa,36R,1,Africa,1,1,1000,1,5400,5.4,0,2.764456436
396,TnFatim,Upper Egypt,Africa,36R,1,Africa,1,1,1100,1.1,5500,5.5,0,2.576463872
397,EgAyyub,Upper Egypt,Africa,36R,1,Africa,1,1,1200,1.2,5600,5.6,0,2.482520751
398,EgMamBh,Upper Egypt,Africa,36R,1,Africa,1,1,1300,1.3,5700,5.7,1,2.898085389
399,EgMamCP,Upper Egypt,Africa,36R,1,Africa,1,1,1400,1.4,5800,5.8,1,2.944605745
400,EgMamBu,Upper Egypt,Africa,36R,1,Africa,1,1,1500,1.5,5900,5.9,1,2.819059911
401,MxTieLa,Valley of Oaxaca,North America,14Q,0,No,0,0,-1400,-1.4,0,0,0,-5.156447398
402,MxSanGu,Valley of Oaxaca,North America,14Q,0,No,0,0,-1100,-1.1,300,0.3,0,-4.588779109
403,MxRosar,Valley of Oaxaca,North America,14Q,0,No,0,0,-700,-0.7,700,0.7,0,-4.103973643
404,MxAlb1E,Valley of Oaxaca,North America,14Q,0,No,0,0,-500,-0.5,900,0.9,0,-3.782470886
405,MxAlb1E,Valley of Oaxaca,North America,14Q,0,No,0,0,-400,-0.4,1000,1,0,-3.655783269
406,MxAlb1L,Valley of Oaxaca,North America,14Q,0,No,0,0,-300,-0.3,1100,1.1,0,-2.459342635
407,MxAlb2*,Valley of Oaxaca,North America,14Q,0,No,0,0,-100,-0.1,1300,1.3,0,-2.39843278
408,MxAlb3A,Valley of Oaxaca,North America,14Q,0,No,0,0,200,0.2,1600,1.6,0,-2.369847002
409,MxAlb3B,Valley of Oaxaca,North America,14Q,0,No,0,0,500,0.5,1900,1.9,1,-2.27351359
410,MxAlb3B,Valley of Oaxaca,North America,14Q,0,No,0,0,700,0.7,2100,2.1,0,-2.275093985
411,MxAlb5*,Valley of Oaxaca,North America,14Q,0,No,0,0,900,0.9,2300,2.3,0,-2.53458023
412,MxAlb5*,Valley of Oaxaca,North America,14Q,0,No,0,0,1000,1,2400,2.4,0,-2.455433586
413,YeQasmi,Yemeni Coastal Plain,Southwest Asia,38P,0,No,0,1,1700,1.7,0,0,0,-0.218817788
414,YeOttoL,Yemeni Coastal Plain,Southwest Asia,38P,0,No,0,1,1900,1.9,200,0.2,0,-0.873160363